LDD_gain_over_uniform_mean,LDD_gain_over_uniform_std,Q_inverse_entropy_mean_mean,Q_inverse_entropy_mean_std,Q_peak_ratio_mean_mean,Q_peak_ratio_mean_std,R_energy_mean,R_energy_std,case,distance_type,ldd_effective_rank_mean_mean,ldd_effective_rank_mean_std,ldd_spectral_entropy_mean_mean,ldd_spectral_entropy_mean_std,ldd_variance_mean_mean,ldd_variance_mean_std,n
0.012375440399027559,0.00755765259897659,1.0000449419021606,3.5160476320639956e-05,1.0499722957611084,0.016020008322150524,3.4186578268418083e-07,2.672173781606516e-07,uniform_s2,geo,nan,nan,nan,nan,1.2465027157304576e-05,2.8848261182550814e-06,5
0.011095575159753878,0.006376378018616293,1.0000341415405274,2.5535509128194426e-05,1.044307494163513,0.013223525926392383,2.59488943265751e-07,1.9394983657607515e-07,uniform_s2,euc,nan,nan,nan,nan,1.0631834857122158e-05,2.4135308644416684e-06,5
0.020351276810730123,0.01180759145539789,1.0001176357269288,8.828968664711629e-05,1.0803959369659424,0.024596569489509595,8.939039282267913e-07,6.705993589017647e-07,uniform_s2,eol,nan,nan,nan,nan,1.99706485545903e-05,4.5055273312216275e-06,5
0.9592041055170298,0.002562888280049647,1.221971344947815,0.01854144852011385,9.455642700195312,0.5372751271913079,0.0028421543121337892,0.0002115125845768337,isotropic_vmf,geo,1.2131720104074917,0.008654282749870417,0.19312025015286133,0.007072223875663486,0.0032921293284744026,5.277114619158882e-05,5
0.9590131989356934,0.002680596859338108,1.2164594411849976,0.00963478479686966,9.276214408874512,0.5064813444426298,0.0027694005489349366,0.00019586271557823956,isotropic_vmf,euc,1.2056838807464292,0.00767308393715687,0.18694452064325162,0.006303964521978198,0.003271933854557574,5.8235749176403864e-05,5
0.9749697854845424,0.00267315302677159,1.3212682008743286,0.10252542157912833,12.33095588684082,0.6420222137231927,0.003864935874938965,0.000251764087535323,isotropic_vmf,eol,1.206049812297167,0.007740936365760105,0.18724722387027973,0.006357144913658929,0.0061215200461447235,0.00010630291107167006,5
0.5993232848652235,0.014756492414166515,1.046416449546814,0.0009240542685760055,4.0327013492584225,0.09822650558999856,0.0004996457040309906,2.3906131760417763e-05,vmf_mixture,geo,2.08565717741402,0.1185156310253568,0.7325438627720835,0.05679982469897722,0.00033572078682482244,9.66704999613093e-06,5
0.5683850384201943,0.012957050266365176,1.0393558025360108,0.0008953289803277362,3.6391478538513184,0.07607772176898919,0.00040566203594207765,1.990618746276365e-05,vmf_mixture,euc,2.009195456481859,0.0993097492359379,0.6958763265096543,0.04951622356206045,0.00029270994127728045,8.390802172222757e-06,5
0.7155399089534307,0.014085709728666441,1.0789164304733276,0.0011161316199712061,5.690516662597656,0.19512153002993038,0.0009243225812911987,3.363975430443332e-05,vmf_mixture,eol,2.020203360035461,0.10171207917071529,0.7012288015703572,0.05039962054545342,0.0005584966042079031,1.5748452450532432e-05,5
