A_ldd_effective_rank,A_ldd_spectral_entropy,A_ldd_variance,B_ldd_effective_rank,B_ldd_spectral_entropy,B_ldd_variance,LDD_cost_P,LDD_cost_uniform,LDD_gain_over_uniform,M_max,M_mean,M_std,Q_inverse_entropy_mean,Q_inverse_entropy_std,Q_peak_ratio_mean,Q_peak_ratio_std,R_energy,case,distance_type,kappa_1,kappa_2,kappa_3,kappa_4,kind,ldd_effective_rank_mean,ldd_spectral_entropy_mean,ldd_variance_mean,mask_label,mix_base_kappa,n_points,one_mode_kappa,plot_group,r_bins,r_max,r_min,rep,seed_a,seed_b,seed_rot,sinkhorn_epsilon,uniqueness_level,weight_1,weight_2,weight_3,weight_4
1.2058824520865934,0.18721162430629373,0.0026223415043205023,1.223496699883038,0.20171290662113484,0.0024828058667480946,0.03546718508005142,0.5134149789810181,0.9309190683325141,6.584916114807129,0.5134149789810181,0.6782413721084595,1.2412168979644775,1.3931175470352173,8.867956161499023,35.50981903076172,0.0037825425465901692,mix_u1_2,euc,18.0,16.0,18.0,18.0,mixture,1.2146895759848158,0.19446226546371428,0.0025525736855342984,2,18.0,1200,4.0,mix_u1,100,1.847508219811326,0.0001,0,1131,1143,1215,0.05,1,0.25333333333333335,0.24,0.25333333333333335,0.25333333333333335
1.24711397068761,0.2208320584217972,0.0026410603895783424,1.2480961647137252,0.22161932203772208,0.002486275043338537,0.034046024084091187,0.5128103494644165,0.9336089372617984,6.576433181762695,0.5128103494644165,0.6937355995178223,1.2114449739456177,0.27556508779525757,9.467482566833496,28.636398315429688,0.003805861870447795,mix_u1_2,euc,18.0,16.0,18.0,18.0,mixture,1.2476050677006676,0.22122569022975963,0.00256366771645844,2,18.0,1200,4.0,mix_u1,100,1.9100095023149384,0.0001,1,11131,11143,11215,0.05,1,0.25333333333333335,0.24,0.25333333333333335,0.25333333333333335
1.2213406144806593,0.19994911976409815,0.0025542047806084156,1.2491828522579957,0.22248961935370068,0.0025076090823858976,0.034183088690042496,0.5070533156394958,0.932584823655219,5.887546062469482,0.5070533752441406,0.6901662349700928,1.2071812152862549,0.1935688704252243,8.89154052734375,19.596467971801758,0.0034749996662139892,mix_u1_2,euc,18.0,16.0,18.0,18.0,mixture,1.2352617333693274,0.21121936955889942,0.0025309069314971566,2,18.0,1200,4.0,mix_u1,100,1.8418468638278591,0.0001,2,21131,21143,21215,0.05,1,0.25333333333333335,0.24,0.25333333333333335,0.25333333333333335
1.2386324382360836,0.21400789861541414,0.0024744998663663864,1.2316367938188149,0.2083440114342538,0.0026844411622732878,0.034927479922771454,0.5163890719413757,0.9323620854495219,6.637693405151367,0.5163891315460205,0.6981480121612549,1.20853590965271,0.1974279135465622,9.08641242980957,21.31980323791504,0.00354328711827596,mix_u1_2,euc,18.0,16.0,18.0,18.0,mixture,1.2351346160274492,0.21117595502483397,0.002579470514319837,2,18.0,1200,4.0,mix_u1,100,1.8461270380196528,0.0001,3,31131,31143,31215,0.05,1,0.25333333333333335,0.24,0.25333333333333335,0.25333333333333335
1.2323421316814145,0.2089165308454924,0.0028434828855097294,1.2660610973511628,0.23591058270849824,0.0026233000680804253,0.038271963596343994,0.549451470375061,0.9303451430019485,6.6067280769348145,0.5494514107704163,0.7581537961959839,1.214496374130249,0.20716364681720734,9.568289756774902,20.59750747680664,0.003713070551554362,mix_u1_2,euc,18.0,16.0,18.0,18.0,mixture,1.2492016145162887,0.2224135567769953,0.0027333914767950773,2,18.0,1200,4.0,mix_u1,100,1.8887998317198937,0.0001,4,41131,41143,41215,0.05,1,0.25333333333333335,0.24,0.25333333333333335,0.25333333333333335
1.2814755581369428,0.24801219378558742,0.0025928900577127934,1.283696577669969,0.24974386711622756,0.0023989274632185698,0.045216284692287445,0.5067376494407654,0.9107698337745616,5.879981994628906,0.5067376494407654,0.672764241695404,1.2081151008605957,0.21330706775188446,9.668045997619629,24.933029174804688,0.0035732428232828775,mix_u1_3,geo,18.0,18.0,22.0,18.0,mixture,1.282586067903456,0.2488780304509075,0.0024959087604656816,3,18.0,1200,4.0,mix_u1,100,2.339823572628128,0.0001,0,1138,1150,1222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.3180305034479756,0.2761385795514832,0.0024025640450417995,1.325946070235606,0.282126219922711,0.0025785842444747686,0.03985597565770149,0.49867764115333557,0.9200766740503483,6.180495262145996,0.4986776113510132,0.6541813611984253,1.2109709978103638,0.18570847809314728,10.049153327941895,23.73439598083496,0.003620694875717163,mix_u1_3,geo,18.0,18.0,22.0,18.0,mixture,1.321988286841791,0.2791323997370971,0.002490574144758284,3,18.0,1200,4.0,mix_u1,100,2.3280190857327216,0.0001,1,11138,11150,11222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.295973964603409,0.259262508687716,0.0023741391487419605,1.2498042673909389,0.22298695296607957,0.0025812925305217505,0.03785552456974983,0.4968179762363434,0.9238040361250105,6.743945121765137,0.4968179762363434,0.6728777289390564,1.209141492843628,0.23650984466075897,9.624785423278809,26.82988166809082,0.003761043548583984,mix_u1_3,geo,18.0,18.0,22.0,18.0,mixture,1.2728891159971738,0.24112473082689778,0.0024777158396318555,3,18.0,1200,4.0,mix_u1,100,2.4013457152452022,0.0001,2,21138,21150,21222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.2908951832026014,0.25533591817535956,0.002496070694178343,1.338508513408591,0.2915559443678979,0.0025783574674278498,0.03990113362669945,0.5094959735870361,0.9216850854663658,6.725236415863037,0.5094960331916809,0.7024400234222412,1.2112467288970947,0.18969139456748962,9.822568893432617,17.894779205322266,0.003603938817977905,mix_u1_3,geo,18.0,18.0,22.0,18.0,mixture,1.3147018483055963,0.27344593127162875,0.0025372140808030963,3,18.0,1200,4.0,mix_u1,100,2.596923986001763,0.0001,3,31138,31150,31222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.2871007463144408,0.25239220551487357,0.002471187151968479,1.3513769770367363,0.301124055611311,0.0024398367386311293,0.04034625366330147,0.4931202232837677,0.9181817095339769,6.0552568435668945,0.4931201934814453,0.6533838510513306,1.2107048034667969,0.19832360744476318,10.179862022399902,20.571115493774414,0.0036923821767171224,mix_u1_3,geo,18.0,18.0,22.0,18.0,mixture,1.3192388616755886,0.2767581305630923,0.002455511945299804,3,18.0,1200,4.0,mix_u1,100,2.31704014648403,0.0001,4,41138,41150,41222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.277005023452358,0.24451751083464446,0.002539680339396,1.2789393173191925,0.24603107606002822,0.002339837606996298,0.04479067400097847,0.4953438937664032,0.9095766101800357,5.66163969039917,0.4953438937664032,0.6548102498054504,1.2052679061889648,0.20344986021518707,9.465310096740723,24.61141014099121,0.003489284118016561,mix_u1_3,euc,18.0,18.0,22.0,18.0,mixture,1.2779721703857754,0.24527429344733634,0.002439758973196149,3,18.0,1200,4.0,mix_u1,100,1.8414323548700178,0.0001,0,1138,1150,1222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.3146473428318957,0.2735684493069728,0.0023467473220080137,1.3217628097136511,0.27896630756643104,0.002522109542042017,0.03963436186313629,0.48744967579841614,0.918690351371724,5.934961795806885,0.4874497056007385,0.6366110444068909,1.2079544067382812,0.17833788692951202,9.788665771484375,22.683361053466797,0.0035113855202992756,mix_u1_3,euc,18.0,18.0,22.0,18.0,mixture,1.3182050762727733,0.2762673784367019,0.0024344284320250154,3,18.0,1200,4.0,mix_u1,100,1.8367938079799426,0.0001,1,11138,11150,11222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.2915901521337767,0.2558741353248956,0.0023233455140143633,1.2451151122820912,0.21922798530686982,0.002530287718400359,0.03763949126005173,0.48661378026008606,0.9226501739430106,6.486981391906738,0.48661375045776367,0.6557164788246155,1.2065308094024658,0.22898729145526886,9.413314819335938,26.101322174072266,0.00366963783899943,mix_u1_3,euc,18.0,18.0,22.0,18.0,mixture,1.268352632207934,0.23755106031588272,0.0024268166162073612,3,18.0,1200,4.0,mix_u1,100,1.8645653802820836,0.0001,2,21138,21150,21222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.2848403209059271,0.2506344467393487,0.0024547658395022154,1.3339485261594648,0.28814336066161206,0.002531493315473199,0.03959999606013298,0.5006067752838135,0.9208960045782796,6.462461471557617,0.5006067752838135,0.6861397624015808,1.209119439125061,0.18515676259994507,9.638551712036133,17.469295501708984,0.003525396188100179,mix_u1_3,euc,18.0,18.0,22.0,18.0,mixture,1.309394423532696,0.2693889037004804,0.002493129577487707,3,18.0,1200,4.0,mix_u1,100,1.926291261753159,0.0001,3,31138,31150,31222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.2826212901076675,0.24890586677439241,0.0024167143274098635,1.3473814369662191,0.29816303252078225,0.0023802409414201975,0.04008423537015915,0.481675922870636,0.9167817333877313,5.8334641456604,0.4816758632659912,0.6352902054786682,1.2077382802963257,0.19314134120941162,9.934989929199219,19.970399856567383,0.003592025438944499,mix_u1_3,euc,18.0,18.0,22.0,18.0,mixture,1.3150013635369433,0.27353444964758733,0.0023984776344150305,3,18.0,1200,4.0,mix_u1,100,1.832422223497316,0.0001,4,41138,41150,41222,0.05,1,0.24666666666666667,0.24666666666666667,0.26,0.24666666666666667
1.283663764577388,0.2497183053810534,0.0025776498951017857,1.3711283878162812,0.31563404157594216,0.00250697648152709,0.04129321873188019,0.5108908414840698,0.9191740869499072,7.379915237426758,0.5108909010887146,0.6847717761993408,1.213104009628296,0.22136758267879486,10.192781448364258,26.562915802001953,0.0038097910086313884,mix_u1_4,geo,18.0,18.0,18.0,30.0,mixture,1.3273960761968346,0.28267617347849777,0.002542313188314438,4,18.0,1200,4.0,mix_u1,100,2.215300201428686,0.0001,0,1145,1157,1229,0.05,1,0.24,0.24,0.24,0.28
1.3882455178193323,0.32804073247910515,0.002346437657251954,1.388127406002966,0.32795564894048973,0.002501967828720808,0.041226502507925034,0.4848923981189728,0.9149780391116593,5.979653358459473,0.48489245772361755,0.63205486536026,1.2120468616485596,0.1673738658428192,10.359100341796875,18.494857788085938,0.0035858428478240966,mix_u1_4,geo,18.0,18.0,18.0,30.0,mixture,1.388186461911149,0.3279981907097974,0.002424202742986381,4,18.0,1200,4.0,mix_u1,100,2.2450514744359773,0.0001,1,11145,11157,11229,0.05,1,0.24,0.24,0.24,0.28
1.331213274459864,0.2860907628348667,0.0028975256718695164,1.4090721399982014,0.34293143103684187,0.002542407251894474,0.044558629393577576,0.5449567437171936,0.918234557316165,7.139835834503174,0.5449566841125488,0.7370896339416504,1.2218830585479736,0.23122017085552216,10.798750877380371,24.760196685791016,0.004082207679748535,mix_u1_4,geo,18.0,18.0,18.0,30.0,mixture,1.3701427072290326,0.3145110969358543,0.002719966461881995,4,18.0,1200,4.0,mix_u1,100,2.270432824695285,0.0001,2,21145,21157,21229,0.05,1,0.24,0.24,0.24,0.28
1.3988503532651813,0.3356507230321537,0.0026248893700540066,1.440364577907142,0.3648962606456707,0.002565585309639573,0.0424487367272377,0.5191599726676941,0.9182357289428235,6.654174327850342,0.5191599130630493,0.6959536075592041,1.224892258644104,0.2113247513771057,11.438465118408203,25.449838638305664,0.004180454015731812,mix_u1_4,geo,18.0,18.0,18.0,30.0,mixture,1.4196074655861617,0.3502734918389122,0.00259523733984679,4,18.0,1200,4.0,mix_u1,100,2.4044768207082083,0.0001,3,31145,31157,31229,0.05,1,0.24,0.24,0.24,0.28
1.3459770832947298,0.29712020529359107,0.0024965291377156973,1.3811936618271612,0.32294809763464033,0.002540969057008624,0.04317944869399071,0.5058447122573853,0.914638924461031,5.8305230140686035,0.5058446526527405,0.6678363084793091,1.2120753526687622,0.17050397396087646,9.845458984375,15.969772338867188,0.0035294445355733236,mix_u1_4,geo,18.0,18.0,18.0,30.0,mixture,1.3635853725609455,0.3100341514641157,0.0025187490973621607,4,18.0,1200,4.0,mix_u1,100,2.180545335669194,0.0001,4,41145,41157,41229,0.05,1,0.24,0.24,0.24,0.28
1.2789659470289332,0.24605189755808204,0.0025162079837173223,1.3656721811069308,0.31164674779933166,0.002449420979246497,0.04087718203663826,0.4989243447780609,0.9180693777233463,7.020463466644287,0.49892425537109375,0.665017306804657,1.2101686000823975,0.21214638650417328,9.959111213684082,25.602975845336914,0.003710578680038452,mix_u1_4,euc,18.0,18.0,18.0,30.0,mixture,1.322319064067932,0.2788493226787069,0.0024828144814819098,4,18.0,1200,4.0,mix_u1,100,1.7893026076514769,0.0001,0,1145,1157,1229,0.05,1,0.24,0.24,0.24,0.28
1.3852789091830116,0.32590149783686767,0.002291126875206828,1.3852545904181677,0.32588394254302416,0.0024454889353364706,0.0409894697368145,0.473710298538208,0.9134714405338004,5.777888774871826,0.473710298538208,0.6148175597190857,1.2090907096862793,0.16291961073875427,10.12276840209961,17.76348114013672,0.0034880522886912026,mix_u1_4,euc,18.0,18.0,18.0,30.0,mixture,1.3852667498005897,0.3258927201899459,0.0023683079052716494,4,18.0,1200,4.0,mix_u1,100,1.8023959787001376,0.0001,1,11145,11157,11229,0.05,1,0.24,0.24,0.24,0.28
1.3264069195639492,0.28247372218560957,0.0028366660699248314,1.4033438426889535,0.33885784785012485,0.0024844834115356207,0.04423714801669121,0.5330600738525391,0.9170128280345967,6.8137288093566895,0.5330599546432495,0.7165489196777344,1.218517541885376,0.21512894332408905,10.545330047607422,23.476186752319336,0.003954925537109375,mix_u1_4,euc,18.0,18.0,18.0,30.0,mixture,1.3648753811264513,0.31066578501786724,0.002660574740730226,4,18.0,1200,4.0,mix_u1,100,1.8132510156839325,0.0001,2,21145,21157,21229,0.05,1,0.24,0.24,0.24,0.28
1.3950477042882266,0.33292861131102247,0.0025770170614123344,1.4353113474771706,0.3613817925607199,0.0025199546944350004,0.0422409363090992,0.50980544090271,0.9171430257113314,6.4113383293151855,0.50980544090271,0.6792737245559692,1.22227144241333,0.20423245429992676,11.18529224395752,24.37736701965332,0.004070437749226888,mix_u1_4,euc,18.0,18.0,18.0,30.0,mixture,1.4151795258826985,0.3471552019358712,0.0025484858779236674,4,18.0,1200,4.0,mix_u1,100,1.8656957113156252,0.0001,3,31145,31157,31229,0.05,1,0.24,0.24,0.24,0.28
1.3416171449708205,0.29387571094044984,0.00243903836235404,1.377578830829823,0.32032748787017,0.002486351178959012,0.042864952236413956,0.4945812523365021,0.9133308186796179,5.635594367980957,0.4945812523365021,0.6501263976097107,1.209320068359375,0.16511712968349457,9.65924072265625,15.561788558959961,0.0034392690658569336,mix_u1_4,euc,18.0,18.0,18.0,30.0,mixture,1.3595979879003217,0.3071015994053099,0.002462694770656526,4,18.0,1200,4.0,mix_u1,100,1.773505972743045,0.0001,4,41145,41157,41229,0.05,1,0.24,0.24,0.24,0.28
1.2844471951406935,0.25032842745124156,0.0023509368766099215,1.312126303282724,0.27164895363443375,0.0023827776312828064,0.037480976432561874,0.4740917682647705,0.9209415160913962,6.214345455169678,0.4740917980670929,0.6429318785667419,1.2072352170944214,0.2569412887096405,9.783514022827148,30.84673500061035,0.0037588377793629966,mix_u2_12,geo,12.0,16.0,18.0,18.0,mixture,1.2982867492117087,0.2609886905428377,0.002366857253946364,1-2,18.0,1200,4.0,mix_u2,100,2.5114021142907728,0.0001,0,1238,1250,1322,0.05,2,0.22,0.24,0.27,0.27
1.2984537277944497,0.2611741163640025,0.0022286176681518555,1.2650173611936504,0.23508584634906193,0.002338163089007139,0.03529457375407219,0.4567415416240692,0.9227252821616079,6.1178436279296875,0.45674148201942444,0.6102151870727539,1.2017613649368286,0.2312675267457962,9.240797996520996,25.91901969909668,0.00352283517519633,mix_u2_12,geo,12.0,16.0,18.0,18.0,mixture,1.2817355444940501,0.24812998135653222,0.0022833903785794973,1-2,18.0,1200,4.0,mix_u2,100,2.4519154015956426,0.0001,1,11238,11250,11322,0.05,2,0.22,0.24,0.27,0.27
1.2816179370362755,0.24812329304883882,0.0022718391846865416,1.3068296645637596,0.267604100643056,0.0023751803673803806,0.036019109189510345,0.4650731682777405,0.9225517367022132,5.700389862060547,0.4650731682777405,0.6335700154304504,1.2015408277511597,0.1906222254037857,9.295083999633789,23.45278549194336,0.0034580989678700763,mix_u2_12,geo,12.0,16.0,18.0,18.0,mixture,1.2942238008000175,0.2578636968459474,0.002323509776033461,1-2,18.0,1200,4.0,mix_u2,100,2.3871799011588326,0.0001,2,21238,21250,21322,0.05,2,0.22,0.24,0.27,0.27
1.3477149218440514,0.29841050781304335,0.0023708627559244633,1.2550262745199314,0.22715650823705022,0.0024497497361153364,0.03750484436750412,0.4824475347995758,0.9222612995979245,7.480133056640625,0.4824475347995758,0.6611746549606323,1.2356956005096436,1.1873303651809692,9.82514476776123,35.576171875,0.0039373207092285156,mix_u2_12,geo,12.0,16.0,18.0,18.0,mixture,1.3013705981819914,0.2627835080250468,0.0024103062460199,1-2,18.0,1200,4.0,mix_u2,100,2.3709702022445307,0.0001,3,31238,31250,31322,0.05,2,0.22,0.24,0.27,0.27
1.297107781017995,0.26013700212685,0.002308756811544299,1.2792188406680596,0.24624961090636435,0.002470446052029729,0.036415617913007736,0.47838661074638367,0.923878266876676,7.894635200500488,0.47838664054870605,0.6520907878875732,2.1784462928771973,33.91118621826172,9.67825984954834,39.21441650390625,0.004029531876246134,mix_u2_12,geo,12.0,16.0,18.0,18.0,mixture,1.2881633108430273,0.25319330651660715,0.002389601431787014,1-2,18.0,1200,4.0,mix_u2,100,2.6254139393938405,0.0001,4,41238,41250,41322,0.05,2,0.22,0.24,0.27,0.27
1.2808877661989702,0.24755340486779398,0.0022978794295340776,1.3066766124190996,0.2674869766505231,0.0023246705532073975,0.037270039319992065,0.46295905113220215,0.9194960348461807,5.956777095794678,0.4629589915275574,0.6245307326316833,1.203328251838684,0.22341349720954895,9.499751091003418,28.849245071411133,0.003607316017150879,mix_u2_12,euc,12.0,16.0,18.0,18.0,mixture,1.2937821893090349,0.25752019075915855,0.0023112749913707376,1-2,18.0,1200,4.0,mix_u2,100,1.9015337169841724,0.0001,0,1238,1250,1322,0.05,2,0.22,0.24,0.27,0.27
1.2938630795049815,0.25763237866029076,0.0021741394884884357,1.2609290187248756,0.23184876572746485,0.002281379420310259,0.03510657697916031,0.4456125795841217,0.9212172667748196,5.881389141082764,0.4456125497817993,0.5925351977348328,1.1986933946609497,0.22135791182518005,9.000833511352539,24.83527374267578,0.003418040672938029,mix_u2_12,euc,12.0,16.0,18.0,18.0,mixture,1.2773960491149285,0.2447405721938778,0.0022277594543993473,1-2,18.0,1200,4.0,mix_u2,100,1.8822600330075752,0.0001,1,11238,11250,11322,0.05,2,0.22,0.24,0.27,0.27
1.278127479939668,0.24539610054224192,0.0022102470975369215,1.3034360801656104,0.2650039161085947,0.0023110166657716036,0.03581788390874863,0.45247188210487366,0.920839536498653,5.484712600708008,0.45247191190719604,0.613563060760498,1.1983197927474976,0.1832851618528366,9.037301063537598,22.133974075317383,0.0033445080121358235,mix_u2_12,euc,12.0,16.0,18.0,18.0,mixture,1.2907817800526393,0.25520000832541834,0.0022606318816542625,1-2,18.0,1200,4.0,mix_u2,100,1.8593944453431952,0.0001,2,21238,21250,21322,0.05,2,0.22,0.24,0.27,0.27
1.3429534528523928,0.2948712578581023,0.002309718169271946,1.2515918780112096,0.22441624350678677,0.0023908568546175957,0.037298183888196945,0.470431387424469,0.9207149333882714,7.10418176651001,0.4704314172267914,0.6412392854690552,1.2222522497177124,0.8221096396446228,9.591411590576172,34.96067810058594,0.0038373525937398273,mix_u2_12,euc,12.0,16.0,18.0,18.0,mixture,1.2972726654318012,0.25964375068244455,0.002350287511944771,1-2,18.0,1200,4.0,mix_u2,100,1.8533630082881591,0.0001,3,31238,31250,31322,0.05,2,0.22,0.24,0.27,0.27
1.2930119878244937,0.2569743710727231,0.0022599417716264725,1.2721230110061232,0.2406871670079527,0.002422823803499341,0.0362984761595726,0.46874043345451355,0.9225616704493341,7.48639440536499,0.46874040365219116,0.6343626379966736,2.082308292388916,30.663272857666016,9.505865097045898,38.894935607910156,0.00395099401473999,mix_u2_12,euc,12.0,16.0,18.0,18.0,mixture,1.2825674994153085,0.2488307690403379,0.0023413827875629067,1-2,18.0,1200,4.0,mix_u2,100,1.9337588060737811,0.0001,4,41238,41250,41322,0.05,2,0.22,0.24,0.27,0.27
1.2748838546621843,0.24285508007844372,0.0024623810313642025,1.3224177384591265,0.2794616812725276,0.0025590555742383003,0.037572357803583145,0.5027082562446594,0.9252601139192405,6.687868118286133,0.5027081966400146,0.6813182830810547,1.20921790599823,0.20638108253479004,10.341838836669922,26.287832260131836,0.0037370483080546063,mix_u2_13,geo,12.0,18.0,22.0,18.0,mixture,1.2986507965606555,0.26115838067548564,0.0025107183028012514,1-3,18.0,1200,4.0,mix_u2,100,2.4208462596099083,0.0001,0,1245,1257,1329,0.05,2,0.22,0.26,0.26,0.26
1.2793207593441658,0.24632928032102544,0.002435204340144992,1.2900154485855617,0.2546541939495955,0.002250483026728034,0.03920701891183853,0.47152844071388245,0.916851210814601,6.84300422668457,0.47152844071388245,0.6377388834953308,1.2089574337005615,0.3731960654258728,9.717540740966797,34.796607971191406,0.0038296894232432046,mix_u2_13,geo,12.0,18.0,22.0,18.0,mixture,1.2846681039648638,0.2504917371353105,0.002342843683436513,1-3,18.0,1200,4.0,mix_u2,100,2.478225662096445,0.0001,1,11245,11257,11329,0.05,2,0.22,0.26,0.26,0.26
1.2777148439105275,0.24507320422827517,0.002303390996530652,1.3694867341905292,0.31443602306621554,0.0023376881144940853,0.04524805769324303,0.47043269872665405,0.9038160871561045,5.000278472900391,0.47043266892433167,0.6085973978042603,1.200660228729248,0.17188318073749542,9.164640426635742,17.216747283935547,0.0032070444027582803,mix_u2_13,geo,12.0,18.0,22.0,18.0,mixture,1.3236007890505284,0.27975461364724535,0.0023205395555123687,1-3,18.0,1200,4.0,mix_u2,100,2.2180239273099334,0.0001,2,21245,21257,21329,0.05,2,0.22,0.26,0.26,0.26
1.2665453424730504,0.23629299121869884,0.002420170232653618,1.3558546251936605,0.30443197521170806,0.002236840780824423,0.03917282819747925,0.4663502275943756,0.9160012671173151,6.5892415046691895,0.466350257396698,0.6162038445472717,1.2066491842269897,0.2733146846294403,9.947465896606445,30.412628173828125,0.0037607558568318687,mix_u2_13,geo,12.0,18.0,22.0,18.0,mixture,1.3111999838333555,0.27036248321520345,0.0023285055067390203,1-3,18.0,1200,4.0,mix_u2,100,2.390162268809136,0.0001,3,31245,31257,31329,0.05,2,0.22,0.26,0.26,0.26
1.3040079701032774,0.26544257552817346,0.002450918545946479,1.3297221677832953,0.28497002400823224,0.0022421618923544884,0.03805052116513252,0.47006890177726746,0.9190533110757411,7.0392608642578125,0.47006893157958984,0.6393348574638367,1.2057727575302124,0.2573666572570801,9.941466331481934,30.73564910888672,0.003737486998240153,mix_u2_13,geo,12.0,18.0,22.0,18.0,mixture,1.3168650689432864,0.2752062997682029,0.0023465402191504836,1-3,18.0,1200,4.0,mix_u2,100,2.460951521607201,0.0001,4,41245,41257,41329,0.05,2,0.22,0.26,0.26,0.26
1.2710136507906837,0.23981473234687498,0.0024094327818602324,1.3183298553622864,0.2763656743904698,0.0025016097351908684,0.03734905272722244,0.491634339094162,0.9240308299130646,6.413837909698486,0.4916342794895172,0.6630090475082397,1.2061841487884521,0.19281382858753204,10.06756591796875,24.65876579284668,0.0036083511511484784,mix_u2_13,euc,12.0,18.0,22.0,18.0,mixture,1.294671753076485,0.2580902033686724,0.0024555212585255504,1-3,18.0,1200,4.0,mix_u2,100,1.8715305816459613,0.0001,0,1245,1257,1329,0.05,2,0.22,0.26,0.26,0.26
1.2736214552327025,0.24186438209729186,0.002381993690505624,1.2860332449075977,0.2515624768868829,0.002195184351876378,0.03897083178162575,0.46064215898513794,0.9153989034189051,6.576359748840332,0.4606421887874603,0.6194085478782654,1.2055171728134155,0.3472695052623749,9.493331909179688,33.658084869384766,0.0037219635645548504,mix_u2_13,euc,12.0,18.0,22.0,18.0,mixture,1.2798273500701502,0.24671342949208735,0.002288589021191001,1-3,18.0,1200,4.0,mix_u2,100,1.8909909562182243,0.0001,1,11245,11257,11329,0.05,2,0.22,0.26,0.26,0.26
1.2749658423794874,0.24291938796092516,0.002244689967483282,1.366405035591697,0.31218322934375076,0.0022695912048220634,0.04463900998234749,0.4574853777885437,0.9024252748839106,4.823833465576172,0.4574853777885437,0.5898559093475342,1.1974601745605469,0.1652221530675888,8.960325241088867,17.407424926757812,0.003120659391085307,mix_u2_13,euc,12.0,18.0,22.0,18.0,mixture,1.3206854389855922,0.27755130865233796,0.0022571405861526728,1-3,18.0,1200,4.0,mix_u2,100,1.7905178136272302,0.0001,2,21245,21257,21329,0.05,2,0.22,0.26,0.26,0.26
1.2623621028750704,0.23298465075635577,0.002367846667766571,1.3530048347472523,0.30232792253574203,0.0021839006803929806,0.03896629065275192,0.45580634474754333,0.9145113026578555,6.340566158294678,0.45580634474754333,0.5997568964958191,1.203293800354004,0.25413596630096436,9.705940246582031,29.24907684326172,0.003648864428202311,mix_u2_13,euc,12.0,18.0,22.0,18.0,mixture,1.3076834688111614,0.2676562866460489,0.002275873674079776,1-3,18.0,1200,4.0,mix_u2,100,1.8604908572622667,0.0001,3,31245,31257,31329,0.05,2,0.22,0.26,0.26,0.26
1.3003978001890968,0.26267021780445426,0.0023965775035321712,1.3246356021824575,0.28113740439322776,0.002187673468142748,0.03787282109260559,0.4591805338859558,0.9175208479068238,6.726789474487305,0.4591805636882782,0.6208934783935547,1.2021487951278687,0.22726143896579742,9.681620597839355,28.982481002807617,0.0036011171340942384,mix_u2_13,euc,12.0,18.0,22.0,18.0,mixture,1.312516701185777,0.271903811098841,0.0022921254858374596,1-3,18.0,1200,4.0,mix_u2,100,1.8852954249388634,0.0001,4,41245,41257,41329,0.05,2,0.22,0.26,0.26,0.26
1.4888621381335683,0.39801216253402383,0.0024126821663230658,1.4673237491663909,0.3834401627244998,0.002417630748823285,0.04422881454229355,0.4830571413040161,0.9084397874278444,6.7584028244018555,0.4830571115016937,0.6334080696105957,1.2208713293075562,0.23291197419166565,11.721495628356934,29.948495864868164,0.0041610288619995115,mix_u2_14,geo,12.0,18.0,18.0,30.0,mixture,1.4780929436499797,0.39072616262926185,0.0024151564575731754,1-4,18.0,1200,4.0,mix_u2,100,2.3001182370248676,0.0001,0,1252,1264,1336,0.05,2,0.22,0.25,0.25,0.28
1.5011636683796985,0.4062405862670365,0.0023092441260814667,1.4081662067406904,0.34228829532928917,0.002256592735648155,0.04591299965977669,0.45918673276901245,0.9000123557949733,6.459866046905518,0.45918676257133484,0.6184086799621582,1.2105273008346558,0.23429830372333527,10.815972328186035,25.614730834960938,0.0038827101389567057,mix_u2_14,geo,12.0,18.0,18.0,30.0,mixture,1.4546649375601945,0.37426444079816285,0.002282918430864811,1-4,18.0,1200,4.0,mix_u2,100,2.468706516062905,0.0001,1,11252,11264,11336,0.05,2,0.22,0.25,0.25,0.28
1.456111147033501,0.37576928410923854,0.002401449019089341,1.4455094804786173,0.36846184106819524,0.002300586784258485,0.04290161281824112,0.470220148563385,0.9087627083839049,5.712366104125977,0.4702201783657074,0.6294832229614258,1.212697982788086,0.1892852783203125,11.000309944152832,21.479555130004883,0.0038113105297088623,mix_u2_14,geo,12.0,18.0,18.0,30.0,mixture,1.450810313756059,0.3721155625887169,0.002351017901673913,1-4,18.0,1200,4.0,mix_u2,100,2.3661712867804523,0.0001,2,21252,21264,21336,0.05,2,0.22,0.25,0.25,0.28
